,ID,Year,LocationAbbr,LocationDesc,Class,Topic,Indicator,Response,DataSource,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Stratification,StratificationType,IndicatorId,LocationOrder,ParentStateDisplayOrder,FootnoteType,FootNoteSymbol,FootnoteText,URL,DatasourceAbbr,Agency
97,181962.0,2016.0,35740,"Norfolk, NE Micropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.2,,,1.0,3.4,18.0,Overall,Overall,CHCKIDNY,732.0,30.0,,,,,,
98,181613.0,2016.0,35820,"North Platte, NE Micropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.0,,,1.6,4.3,20.0,Overall,Overall,CHCKIDNY,733.0,30.0,,,,,,
99,186397.0,2016.0,42420,"Scottsbluff, NE Micropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,13.0,Overall,Overall,CHCKIDNY,898.0,30.0,,,,,,
100,2813619.0,2016.0,NV,Nevada,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.3,,,2.6,4.1,165.0,Overall,Overall,CHCKIDNY,31.0,31.0,,,,,,
101,183666.0,2016.0,39900,"Reno, NV Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.5,,,1.5,3.4,39.0,Overall,Overall,CHCKIDNY,836.0,31.0,,,,,,
102,2817472.0,2016.0,NH,New Hampshire,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.5,,,2.1,3.0,225.0,Overall,Overall,CHCKIDNY,32.0,32.0,,,,,,
103,172834.0,2016.0,13620,"Berlin, NH-VT Micropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,27.0,Overall,Overall,CHCKIDNY,188.0,32.0,,,,,,
104,175332.0,2016.0,17200,"Claremont-Lebanon, NH-VT Micropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,1.6,,,1.0,2.3,46.0,Overall,Overall,CHCKIDNY,274.0,32.0,,,,,,
105,184715.0,2016.0,40484,"Rockingham County-Strafford County, NH Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.4,,,1.5,3.4,49.0,Overall,Overall,CHCKIDNY,851.0,32.0,,,,,,
106,2821611.0,2016.0,NJ,New Jersey,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.6,,,2.0,3.2,263.0,Overall,Overall,CHCKIDNY,33.0,33.0,,,,,,
107,173608.0,2016.0,15804,"Camden, NJ Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.9,,,1.4,4.4,40.0,Overall,Overall,CHCKIDNY,243.0,33.0,,,,,,
108,180800.0,2016.0,35084,"Newark, NJ-PA Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.8,,,1.7,3.8,83.0,Overall,Overall,CHCKIDNY,715.0,33.0,,,,,,
109,188527.0,2016.0,48864,"Wilmington, DE-MD-NJ Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.8,,,2.1,3.5,90.0,Overall,Overall,CHCKIDNY,1054.0,33.0,,,,,,
110,2826390.0,2016.0,NM,New Mexico,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.0,,,2.4,3.5,236.0,Overall,Overall,CHCKIDNY,34.0,34.0,,,,,,
111,170883.0,2016.0,10740,"Albuquerque, NM Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.9,,,1.9,3.9,48.0,Overall,Overall,CHCKIDNY,117.0,34.0,,,,,,
112,2829771.0,2016.0,NY,New York,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.4,,,2.1,2.7,1141.0,Overall,Overall,CHCKIDNY,35.0,35.0,,,,,,
113,171215.0,2016.0,10580,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.8,,,1.9,3.7,95.0,Overall,Overall,CHCKIDNY,113.0,35.0,,,,,,
114,172897.0,2016.0,13780,"Binghamton, NY Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.8,,,1.5,4.1,34.0,Overall,Overall,CHCKIDNY,194.0,35.0,,,,,,
115,173141.0,2016.0,15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.5,,,2.1,4.9,44.0,Overall,Overall,CHCKIDNY,230.0,35.0,,,,,,
116,176843.0,2016.0,20524,"Dutchess County-Putnam County, NY Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,24.0,Overall,Overall,CHCKIDNY,358.0,35.0,,,,,,
117,176733.0,2016.0,24020,"Glens Falls, NY Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.7,,,2.2,5.3,49.0,Overall,Overall,CHCKIDNY,440.0,35.0,,,,,,
118,180678.0,2016.0,35004,"Nassau County-Suffolk County, NY Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.1,,,1.2,3.0,28.0,Overall,Overall,CHCKIDNY,712.0,35.0,,,,,,
119,181268.0,2016.0,35614,"New York-Jersey City-White Plains, NY-NJ Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.3,,,1.9,2.7,231.0,Overall,Overall,CHCKIDNY,727.0,35.0,,,,,,
120,184335.0,2016.0,40380,"Rochester, NY Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.3,,,1.5,3.2,91.0,Overall,Overall,CHCKIDNY,848.0,35.0,,,,,,
121,186854.0,2016.0,45060,"Syracuse, NY Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.3,,,2.2,4.4,71.0,Overall,Overall,CHCKIDNY,966.0,35.0,,,,,,
122,187613.0,2016.0,46540,"Utica-Rome, NY Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.1,,,1.2,3.0,33.0,Overall,Overall,CHCKIDNY,1001.0,35.0,,,,,,
123,2834103.0,2016.0,NC,North Carolina,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.3,,,2.7,3.8,240.0,Overall,Overall,CHCKIDNY,36.0,36.0,,,,,,
124,174098.0,2016.0,16740,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.2,,,1.4,3.0,59.0,Overall,Overall,CHCKIDNY,265.0,36.0,,,,,,
125,184040.0,2016.0,39580,"Raleigh, NC Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,15.0,Overall,Overall,CHCKIDNY,829.0,36.0,,,,,,
126,2838447.0,2016.0,ND,North Dakota,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.5,,,2.1,2.9,195.0,Overall,Overall,CHCKIDNY,37.0,37.0,,,,,,
127,172693.0,2016.0,13900,"Bismarck, ND Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.0,,,1.9,4.1,41.0,Overall,Overall,CHCKIDNY,196.0,37.0,,,,,,
128,177091.0,2016.0,22020,"Fargo, ND-MN Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.0,,,1.1,2.9,39.0,Overall,Overall,CHCKIDNY,394.0,37.0,,,,,,
129,177738.0,2016.0,24220,"Grand Forks, ND-MN Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.3,,,1.8,4.9,28.0,Overall,Overall,CHCKIDNY,444.0,37.0,,,,,,
130,180958.0,2016.0,33500,"Minot, ND Micropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.3,,,1.0,3.5,20.0,Overall,Overall,CHCKIDNY,675.0,37.0,,,,,,
131,2843066.0,2016.0,OH,Ohio,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.9,,,2.6,3.3,515.0,Overall,Overall,CHCKIDNY,38.0,38.0,,,,,,
132,175210.0,2016.0,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.0,,,2.1,4.0,66.0,Overall,Overall,CHCKIDNY,273.0,38.0,,,,,,
133,174612.0,2016.0,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,4.2,,,2.8,5.5,54.0,Overall,Overall,CHCKIDNY,281.0,38.0,,,,,,
134,174855.0,2016.0,18140,"Columbus, OH Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,1.7,,,1.1,2.2,52.0,Overall,Overall,CHCKIDNY,298.0,38.0,,,,,,
135,175632.0,2016.0,19380,"Dayton, OH Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.1,,,1.6,4.6,27.0,Overall,Overall,CHCKIDNY,328.0,38.0,,,,,,
136,187308.0,2016.0,45780,"Toledo, OH Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.7,,,2.0,5.5,32.0,Overall,Overall,CHCKIDNY,983.0,38.0,,,,,,
137,2846583.0,2016.0,OK,Oklahoma,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.3,,,2.8,3.8,317.0,Overall,Overall,CHCKIDNY,39.0,39.0,,,,,,
138,182483.0,2016.0,36420,"Oklahoma City, OK Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.7,,,2.0,3.4,82.0,Overall,Overall,CHCKIDNY,748.0,39.0,,,,,,
139,187900.0,2016.0,46140,"Tulsa, OK Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.8,,,2.6,4.9,82.0,Overall,Overall,CHCKIDNY,992.0,39.0,,,,,,
140,2851340.0,2016.0,OR,Oregon,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.2,,,2.6,3.7,200.0,Overall,Overall,CHCKIDNY,40.0,40.0,,,,,,
141,182847.0,2016.0,38900,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.1,,,2.4,3.8,123.0,Overall,Overall,CHCKIDNY,814.0,40.0,,,,,,
142,185300.0,2016.0,41420,"Salem, OR Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.5,,,1.2,3.8,19.0,Overall,Overall,CHCKIDNY,871.0,40.0,,,,,,
143,2855076.0,2016.0,PA,Pennsylvania,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.4,,,2.0,2.9,192.0,Overall,Overall,CHCKIDNY,41.0,41.0,,,,,,
144,171753.0,2016.0,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,16.0,Overall,Overall,CHCKIDNY,121.0,41.0,,,,,,
145,181304.0,2016.0,33874,"Montgomery County-Bucks County-Chester County, PA Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,10.0,Overall,Overall,CHCKIDNY,684.0,41.0,,,,,,
146,182625.0,2016.0,37964,"Philadelphia, PA Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.2,,,1.8,4.6,31.0,Overall,Overall,CHCKIDNY,790.0,41.0,,,,,,
147,182689.0,2016.0,38300,"Pittsburgh, PA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.6,,,1.7,3.5,41.0,Overall,Overall,CHCKIDNY,798.0,41.0,,,,,,
148,2859457.0,2016.0,RI,Rhode Island,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.3,,,1.8,2.7,172.0,Overall,Overall,CHCKIDNY,42.0,42.0,,,,,,
149,183533.0,2016.0,39300,"Providence-Warwick, RI-MA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.5,,,1.9,3.1,199.0,Overall,Overall,CHCKIDNY,822.0,42.0,,,,,,
150,2863900.0,2016.0,SC,South Carolina,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.0,,,2.6,3.4,462.0,Overall,Overall,CHCKIDNY,43.0,43.0,,,,,,
151,173710.0,2016.0,16700,"Charleston-North Charleston, SC Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.5,,,1.4,3.5,55.0,Overall,Overall,CHCKIDNY,264.0,43.0,,,,,,
152,175088.0,2016.0,17900,"Columbia, SC Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.3,,,2.2,4.4,52.0,Overall,Overall,CHCKIDNY,293.0,43.0,,,,,,
153,177669.0,2016.0,24860,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.6,,,1.7,3.5,49.0,Overall,Overall,CHCKIDNY,461.0,43.0,,,,,,
154,178208.0,2016.0,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,1.9,,,1.0,2.9,18.0,Overall,Overall,CHCKIDNY,490.0,43.0,,,,,,
155,180595.0,2016.0,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,5.1,,,2.3,7.8,41.0,Overall,Overall,CHCKIDNY,707.0,43.0,,,,,,
156,186753.0,2016.0,43900,"Spartanburg, SC Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.6,,,1.6,5.6,25.0,Overall,Overall,CHCKIDNY,936.0,43.0,,,,,,
157,2868000.0,2016.0,SD,South Dakota,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.4,,,1.7,3.1,181.0,Overall,Overall,CHCKIDNY,44.0,44.0,,,,,,
158,183814.0,2016.0,39660,"Rapid City, SD Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,24.0,Overall,Overall,CHCKIDNY,830.0,44.0,,,,,,
159,185869.0,2016.0,43620,"Sioux Falls, SD Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,1.8,,,0.8,2.8,31.0,Overall,Overall,CHCKIDNY,930.0,44.0,,,,,,
160,2872306.0,2016.0,TN,Tennessee,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.1,,,2.6,3.6,288.0,Overall,Overall,CHCKIDNY,45.0,45.0,,,,,,
161,174220.0,2016.0,16860,"Chattanooga, TN-GA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.2,,,1.6,4.8,25.0,Overall,Overall,CHCKIDNY,267.0,45.0,,,,,,
162,179427.0,2016.0,28700,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,5.0,,,2.8,7.2,34.0,Overall,Overall,CHCKIDNY,557.0,45.0,,,,,,
163,178731.0,2016.0,28940,"Knoxville, TN Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.1,,,1.9,4.4,37.0,Overall,Overall,CHCKIDNY,563.0,45.0,,,,,,
164,180260.0,2016.0,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.6,,,1.4,3.8,46.0,Overall,Overall,CHCKIDNY,658.0,45.0,,,,,,
165,181381.0,2016.0,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.4,,,1.4,3.3,34.0,Overall,Overall,CHCKIDNY,711.0,45.0,,,,,,
166,2876117.0,2016.0,TX,Texas,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.8,,,2.3,3.4,496.0,Overall,Overall,CHCKIDNY,46.0,46.0,,,,,,
167,171989.0,2016.0,12420,"Austin-Round Rock, TX Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.6,,,1.5,3.7,57.0,Overall,Overall,CHCKIDNY,159.0,46.0,,,,,,
168,175398.0,2016.0,17780,"College Station-Bryan, TX Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,19.0,Overall,Overall,CHCKIDNY,290.0,46.0,,,,,,
169,175149.0,2016.0,18580,"Corpus Christi, TX Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,38.0,Overall,Overall,CHCKIDNY,307.0,46.0,,,,,,
170,176076.0,2016.0,19124,"Dallas-Plano-Irving, TX Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,53.0,Overall,Overall,CHCKIDNY,321.0,46.0,,,,,,
171,176965.0,2016.0,21340,"El Paso, TX Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,16.0,Overall,Overall,CHCKIDNY,378.0,46.0,,,,,,
172,177285.0,2016.0,23104,"Fort Worth-Arlington, TX Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,20.0,Overall,Overall,CHCKIDNY,419.0,46.0,,,,,,
173,178330.0,2016.0,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.5,,,1.9,5.1,86.0,Overall,Overall,CHCKIDNY,500.0,46.0,,,,,,
174,185041.0,2016.0,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,4.3,,,2.4,6.2,30.0,Overall,Overall,CHCKIDNY,877.0,46.0,,,,,,
175,188483.0,2016.0,48660,"Wichita Falls, TX Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,23.0,Overall,Overall,CHCKIDNY,1049.0,46.0,,,,,,
176,2880868.0,2016.0,UT,Utah,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.6,,,2.2,2.9,396.0,Overall,Overall,CHCKIDNY,47.0,47.0,,,,,,
177,180153.0,2016.0,30860,"Logan, UT-ID Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,18.0,Overall,Overall,CHCKIDNY,605.0,47.0,,,,,,
178,182361.0,2016.0,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.5,,,1.9,3.2,88.0,Overall,Overall,CHCKIDNY,744.0,47.0,,,,,,
179,183565.0,2016.0,39340,"Provo-Orem, UT Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.7,,,1.8,3.7,57.0,Overall,Overall,CHCKIDNY,823.0,47.0,,,,,,
180,184919.0,2016.0,41620,"Salt Lake City, UT Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.2,,,1.7,2.8,89.0,Overall,Overall,CHCKIDNY,875.0,47.0,,,,,,
181,2885244.0,2016.0,VT,Vermont,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.8,,,2.3,3.3,212.0,Overall,Overall,CHCKIDNY,48.0,48.0,,,,,,
182,173725.0,2016.0,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.4,,,1.4,3.3,45.0,Overall,Overall,CHCKIDNY,234.0,48.0,,,,,,
183,2889141.0,2016.0,VA,Virginia,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.5,,,2.1,2.9,286.0,Overall,Overall,CHCKIDNY,49.0,49.0,,,,,,
184,184139.0,2016.0,40060,"Richmond, VA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.0,,,2.0,4.0,47.0,Overall,Overall,CHCKIDNY,839.0,49.0,,,,,,
185,188262.0,2016.0,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,1.9,,,1.3,2.6,49.0,Overall,Overall,CHCKIDNY,1016.0,49.0,,,,,,
186,2893087.0,2016.0,WA,Washington,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.3,,,3.0,3.7,644.0,Overall,Overall,CHCKIDNY,50.0,50.0,,,,,,
187,185766.0,2016.0,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.0,,,2.5,3.5,202.0,Overall,Overall,CHCKIDNY,903.0,50.0,,,,,,
188,187234.0,2016.0,44060,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.3,,,2.3,4.3,60.0,Overall,Overall,CHCKIDNY,940.0,50.0,,,,,,
189,2896791.0,2016.0,WV,West Virginia,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.6,,,3.2,4.1,314.0,Overall,Overall,CHCKIDNY,51.0,51.0,,,,,,
190,172261.0,2016.0,13220,"Beckley, WV Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,4.7,,,2.8,6.6,27.0,Overall,Overall,CHCKIDNY,179.0,51.0,,,,,,
191,174030.0,2016.0,16620,"Charleston, WV Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,4.1,,,2.9,5.4,48.0,Overall,Overall,CHCKIDNY,262.0,51.0,,,,,,
